HomeTeam,AwayTeam,Season,Round,HomeScore,AwayScore,Home 22m Entries,Away 22m Entries,Home 22m Conversions,Away 22m Conversions,Home Line Breaks,Away Line Breaks,Home Carries,Away Carries,Home Kicks,Away Kicks,Home Post Contact Metres,Away Post Contact Metres,Home Dominate Tackles,Away Dominate Tackles,Home Tackles Made,Away Tackles Made,Home Tackles Missed,Away Tackles Missed,Home Turnovers Won,Away Turnovers Won,Home Tackle Turnovers,Away Tackle Turnovers,Home Offloads Allowed,Away Offloads Allowed,Home 0-3s Ruck Speed,Away 0-3s Ruck Speed,Home 3-6s Ruck Speed,Away 3-6s Ruck Speed,Home 6s+ Ruck Speed,Away 6s+ Ruck Speed,Home Rucks Won,Away Rucks Won,Home Penalty Goals,Away Penalty Goals,Home Tries,Away Tries,Home Conversions,Away Conversions,Home Drop Goals,Away Drop Goals,Home Turnovers Lost,Away Turnovers Lost,Territory Home Try-Line - 22m,Territory Home 22m - 50m,Territory Away 22m - 50m,Territory Away Try-Line - 22m,Home Territory,Away Territory,Home Possessions Try Line - 22m,Home Possession 22m - 50m,Home Possession opp 50m - 22m,Home Possession opp 22m - Try Line,Away Possessions Try Line - 22m,Away Possession 22m - 50m,Away Possession opp 50m - 22m,Away Possession opp 22m - Try Line,Home Possession Last 10,Away Possession Last 10,Home Possession,Away Possession,Home Scrums,Away Scrums,Home Scrum Wins,Away Scrum Wins,Home Lineouts,Away Lineouts,Home Lineout Wins %,Away Lineout Wins %,Home Restarts Received,Away Restarts Received,Home Restarts Received Win %,Away Restarts Received Win %,Home Passes,Away Passes,Home Penalties Conceded,Away Penalties Conceded,Home Yellow Cards,Away Yellow Cards,Home Red Cards,Away Red Cards,Home Tackle Completion,Away Tackle Completion,Home Metres Gained,Away Metres Gained,Home Defenders Beaten,Away Defenders Beaten,Home Maul Wins,Away Maul Wins
saracens,bristol,24/25,10,35,26,11,10,2.91,2.6,10,8,112,140,23,10,283,258,5,11,168,124,37,34,9,2,6,1,10,21,0.42,0.61,0.39,0.31,0.19,0.09,78,110,2,0,5,4,2,3,0,0,8,17,0.24,0.2,0.23,0.34,0.51,0.49,0.13,0.19,0.41,0.28,0.17,0.3,0.24,0.29,0.38,0.62,0.46,0.54,9,4,0.89,1,9,19,0.78,0.89,7,4,1,1,133,196,11,10,1,0,0,0,0.82,0.78,545,405,34,37,2,6
leicester,exeter-chiefs,24/25,10,28,15,7,8,4,1.88,4,5,113,101,36,28,141,80,10,13,130,159,20,20,7,5,4,3,7,6,0.43,0.47,0.3,0.32,0.27,0.21,93,81,0,1,4,2,4,1,0,0,14,16,0.19,0.32,0.28,0.21,0.49,0.51,0.05,0.34,0.26,0.35,0.06,0.3,0.4,0.24,0.5,0.5,0.52,0.48,9,11,1,1,11,13,1,0.85,5,4,0.83,0.6,134,125,8,9,0,1,0,0,0.87,0.89,279,190,20,20,3,7
gloucester,sale,24/25,10,36,20,10,10,3.6,1.7,7,1,52,103,25,21,118,118,5,3,105,59,13,9,2,3,1,1,6,8,0.33,0.58,0.21,0.23,0.45,0.2,36,76,1,1,5,3,4,1,0,0,11,12,0.32,0.32,0.16,0.21,0.39,0.61,0.2,0.43,0.21,0.16,0.12,0.23,0.32,0.32,0.79,0.21,0.41,0.59,11,5,0.89,0.75,13,19,0.92,0.89,7,4,1,1,86,106,18,8,2,0,0,0,0.89,0.87,288,361,9,13,4,14
newcastle,harlequins,24/25,10,14,38,6,9,2.33,4.22,2,6,97,80,26,25,92,158,4,4,100,153,17,7,2,5,2,3,5,4,0.61,0.61,0.2,0.15,0.19,0.24,88,64,0,1,2,5,2,5,0,0,13,10,0.2,0.24,0.18,0.38,0.55,0.45,0.05,0.21,0.5,0.23,0.11,0.32,0.31,0.26,0.44,0.56,0.51,0.49,10,4,1,1,12,22,1,0.86,3,6,0.67,1,152,121,13,7,0,1,0,0,0.85,0.96,228,244,7,17,3,9
bristol,newcastle,24/25,11,55,35,14,7,3.93,5,11,2,99,69,18,23,354,100,0,0,86,88,10,27,1,1,0,0,1,13,0.49,0.15,0.43,0.56,0.08,0.29,66,58,1,0,8,5,6,5,0,0,9,7,0.26,0.24,0.28,0.21,0.52,0.48,0.14,0.33,0.23,0.3,0.23,0.24,0.26,0.28,0.48,0.52,0.54,0.46,6,7,1,0.83,13,16,0.92,1,8,6,0.87,1,155,81,10,9,0,1,0,0,0.9,0.77,579,155,27,10,4,8
sale,bath,24/25,11,23,32,15,7,1.53,4.14,3,6,145,108,26,26,278,212,19,15,141,181,28,31,2,8,0,3,16,16,0.61,0.57,0.27,0.26,0.12,0.17,118,86,2,2,3,4,1,3,0,0,13,15,0.21,0.28,0.21,0.29,0.53,0.47,0.08,0.22,0.41,0.3,0.16,0.14,0.39,0.3,0.86,0.14,0.58,0.42,8,7,1,1,14,9,0.93,0.89,7,5,1,1,178,121,9,12,0,0,0,0,0.83,0.85,442,308,31,28,6,1
exeter-chiefs,saracens,24/25,11,31,22,8,11,3.88,1.73,3,6,123,94,30,31,251,194,3,4,103,174,25,23,3,6,1,3,16,15,0.53,0.32,0.29,0.34,0.18,0.34,97,61,0,1,5,3,3,2,0,0,19,13,0.22,0.25,0.21,0.32,0.53,0.47,0.07,0.24,0.42,0.27,0.08,0.31,0.33,0.28,0.09,0.91,0.54,0.46,5,8,1,0.86,15,16,0.8,0.94,6,4,1,1,159,111,13,11,1,1,0,1,0.8,0.88,347,303,23,25,6,10
gloucester,leicester,24/25,11,38,31,14,7,2.5,4,10,9,113,79,24,26,240,269,4,8,100,108,30,29,4,3,2,1,7,17,0.66,0.59,0.22,0.23,0.13,0.18,72,66,1,1,5,4,5,4,0,0,16,17,0.13,0.34,0.2,0.34,0.59,0.41,0.07,0.21,0.46,0.27,0.17,0.2,0.46,0.18,0.2,0.8,0.55,0.45,6,9,0.83,0.86,21,11,0.9,0.82,6,6,1,0.5,206,123,7,13,0,1,0,0,0.77,0.79,488,382,29,30,4,2
harlequins,northampton,24/25,11,22,19,11,9,2,2.11,14,7,166,147,29,27,360,227,15,13,176,190,19,42,9,7,3,4,16,19,0.71,0.74,0.17,0.15,0.12,0.11,120,113,0,0,4,3,1,2,0,0,14,15,0.13,0.39,0.14,0.33,0.45,0.55,0.09,0.24,0.47,0.2,0.05,0.21,0.55,0.19,0.61,0.39,0.53,0.47,9,5,0.71,1,13,13,0.92,1,5,4,1,0.75,246,206,4,7,0,0,0,0,0.9,0.82,639,489,42,19,4,6
bath,gloucester,24/25,12,42,26,12,6,3.5,4.33,6,7,123,100,27,15,312,295,6,15,88,154,22,19,8,8,4,4,13,13,0.51,0.46,0.27,0.33,0.22,0.22,89,51,0,0,6,4,6,3,0,0,15,17,0.16,0.22,0.31,0.31,0.64,0.36,0.06,0.21,0.36,0.37,0.13,0.42,0.26,0.19,0.41,0.59,0.58,0.42,14,5,1,1,16,14,0.81,0.79,7,4,1,1,141,152,6,13,0,1,0,0,0.8,0.89,479,539,19,22,2,1
bristol,exeter-chiefs,24/25,12,52,38,14,15,3.71,2.53,10,10,107,151,18,22,335,387,16,7,181,114,28,23,4,7,2,4,21,19,0.55,0.46,0.28,0.4,0.16,0.15,71,116,0,0,8,6,6,4,0,0,11,13,0.28,0.23,0.29,0.2,0.46,0.54,0.08,0.19,0.3,0.43,0.11,0.12,0.34,0.42,0.34,0.66,0.44,0.56,2,4,1,1,20,13,0.9,0.92,8,7,0.37,0.57,171,229,6,9,1,0,1,0,0.87,0.83,481,498,23,28,8,1
saracens,harlequins,24/25,12,12,23,6,7,2,2,5,3,76,141,33,37,193,336,13,7,168,90,32,21,7,5,5,1,15,10,0.38,0.55,0.34,0.22,0.28,0.23,52,109,0,3,2,2,1,2,0,0,17,17,0.17,0.39,0.12,0.32,0.43,0.57,0.13,0.38,0.36,0.13,0.07,0.29,0.44,0.19,0.5,0.5,0.4,0.6,7,7,0.86,1,13,13,0.85,1,4,6,0.75,0.83,126,183,11,10,0,0,0,0,0.84,0.81,247,432,21,32,4,3
newcastle,sale,24/25,12,15,39,8,9,1.88,4,3,9,113,110,28,16,197,390,9,18,136,152,34,16,6,3,3,2,9,11,0.47,0.65,0.34,0.19,0.19,0.15,94,82,1,2,2,5,1,4,0,0,12,16,0.22,0.31,0.19,0.28,0.45,0.55,0.09,0.22,0.41,0.28,0.07,0.15,0.45,0.32,0.83,0.17,0.52,0.48,10,5,1,1,14,13,0.86,1,6,7,0.83,0.71,153,155,9,11,0,1,0,0,0.8,0.9,278,577,16,34,3,2
northampton,leicester,24/25,12,0,33,6,13,0,2.08,4,11,111,99,19,38,354,322,7,9,151,145,25,30,7,10,3,7,9,12,0.71,0.69,0.21,0.23,0.07,0.08,76,75,0,3,0,4,0,2,0,0,29,14,0.12,0.41,0.11,0.37,0.45,0.55,0.09,0.32,0.45,0.13,0.06,0.3,0.5,0.15,0.26,0.74,0.48,0.52,5,17,1,1,18,13,1,0.85,1,9,1,0.67,165,148,10,14,0,0,0,0,0.86,0.83,481,413,30,25,3,2
leicester,saracens,24/25,13,22,29,12,7,1.83,4.14,3,7,118,102,23,23,225,198,4,23,113,136,25,24,6,5,1,2,17,9,0.78,0.45,0.14,0.29,0.08,0.26,92,68,0,0,3,4,2,3,1,1,13,14,0.22,0.22,0.34,0.22,0.61,0.39,0.06,0.2,0.29,0.44,0.06,0.37,0.28,0.29,0.46,0.54,0.51,0.49,6,8,0.83,1,17,14,0.82,0.57,4,8,1,1,162,145,12,13,0,0,0,0,0.82,0.85,306,389,24,25,4,4
gloucester,bristol,24/25,13,53,28,14,6,3.79,4.67,12,5,113,163,21,11,281,358,12,2,192,110,35,29,6,5,4,3,15,15,0.54,0.64,0.29,0.25,0.18,0.11,61,111,0,0,9,4,4,4,0,0,16,19,0.22,0.23,0.25,0.3,0.55,0.45,0.1,0.22,0.37,0.31,0.15,0.28,0.29,0.28,0.38,0.62,0.44,0.56,11,10,1,1,10,12,1,1,9,5,0.8,1,174,235,6,8,0,0,0,0,0.85,0.79,565,481,29,35,3,0
bath,harlequins,24/25,13,47,28,17,9,2.76,3.11,12,8,122,134,26,25,333,379,8,3,154,153,38,22,6,5,2,2,15,13,0.51,0.56,0.33,0.25,0.14,0.19,86,103,0,0,7,4,6,4,0,0,13,13,0.18,0.33,0.22,0.27,0.49,0.51,0.07,0.27,0.37,0.3,0.11,0.2,0.45,0.24,0.47,0.53,0.48,0.52,7,3,1,1,15,15,0.73,1,8,5,0.87,0.8,155,196,6,10,0,2,0,0,0.8,0.87,726,467,22,38,1,1
exeter-chiefs,newcastle,24/25,13,17,15,9,6,1.89,2,8,5,159,95,19,32,448,219,4,8,119,182,22,41,4,4,1,1,10,16,0.58,0.42,0.3,0.36,0.12,0.22,123,76,0,1,3,2,1,1,0,0,14,7,0.11,0.38,0.21,0.29,0.57,0.43,0.05,0.24,0.41,0.3,0.02,0.3,0.53,0.16,0.8,0.2,0.58,0.42,2,9,1,1,14,15,0.86,0.87,4,3,1,0.4,239,119,13,14,0,1,0,0,0.84,0.82,486,282,41,22,7,5
sale,northampton,24/25,13,27,24,11,9,2.45,2.67,6,8,86,138,29,22,199,296,3,8,168,112,23,15,6,3,3,2,16,7,0.68,0.77,0.06,0.16,0.26,0.07,67,102,1,0,4,4,2,2,0,0,12,18,0.15,0.31,0.22,0.32,0.52,0.48,0.11,0.18,0.42,0.29,0.09,0.31,0.41,0.19,0.2,0.8,0.47,0.53,7,7,0.5,0.8,18,16,0.94,0.94,6,6,1,0.83,142,178,12,14,1,2,0,0,0.88,0.88,311,461,15,23,5,3
bristol,leicester,24/25,14,19,36,12,11,1.58,3.27,11,6,138,73,11,36,432,254,4,13,92,147,19,44,5,12,2,7,5,28,0.74,0.64,0.21,0.19,0.05,0.17,85,61,0,1,3,5,2,4,0,0,31,14,0.26,0.26,0.11,0.38,0.51,0.49,0.08,0.33,0.46,0.13,0.2,0.18,0.31,0.31,0.65,0.35,0.58,0.42,10,12,1,1,17,11,0.76,0.82,4,6,1,0.83,244,106,5,8,0,2,0,0,0.83,0.77,740,259,44,19,3,3
saracens,gloucester,24/25,14,36,14,13,12,2.77,1.17,9,7,111,90,20,17,379,167,7,3,106,158,11,32,15,4,6,1,5,10,0.55,0.73,0.3,0.16,0.15,0.11,87,54,0,0,6,2,3,2,0,0,14,22,0.15,0.31,0.25,0.29,0.55,0.45,0.1,0.14,0.41,0.35,0.06,0.3,0.43,0.21,0.11,0.89,0.58,0.42,8,7,0.75,1,21,13,0.9,0.69,7,3,0.86,1,143,146,10,13,0,0,0,0,0.91,0.83,472,421,32,11,9,1
harlequins,sale,24/25,14,29,43,9,15,3.22,2.87,11,9,154,117,30,23,357,310,5,13,124,180,27,35,9,5,3,0,14,15,0.57,0.61,0.26,0.29,0.17,0.1,117,75,1,0,4,7,3,4,0,0,9,19,0.22,0.31,0.18,0.29,0.45,0.55,0.15,0.23,0.39,0.24,0.1,0.19,0.42,0.29,0.9,0.1,0.57,0.43,8,3,0.86,1,14,13,0.86,1,6,8,1,1,225,163,9,10,0,0,0,0,0.82,0.84,488,575,35,27,1,7
exeter-chiefs,bath,24/25,14,24,26,9,14,2.33,1.86,8,7,143,141,32,38,397,344,20,12,148,146,22,20,2,7,0,3,20,19,0.45,0.41,0.29,0.26,0.26,0.33,97,96,1,0,3,4,3,2,0,0,17,12,0.25,0.27,0.16,0.32,0.48,0.52,0.1,0.36,0.36,0.18,0.08,0.32,0.31,0.29,0.36,0.64,0.5,0.5,4,9,0.75,1,11,13,1,0.77,5,5,1,0.67,192,150,9,10,1,0,0,0,0.87,0.88,576,521,20,22,1,2
newcastle,northampton,24/25,14,34,35,8,14,3.88,2.5,10,10,127,133,38,37,279,346,3,4,152,152,24,19,6,5,2,2,17,5,0.45,0.74,0.28,0.18,0.26,0.08,102,94,1,0,5,5,3,5,0,0,12,15,0.3,0.25,0.19,0.26,0.43,0.57,0.14,0.34,0.3,0.22,0.09,0.27,0.29,0.34,0.8,0.2,0.52,0.48,8,7,0.57,0.83,9,12,1,0.92,7,5,1,1,156,164,9,6,0,0,0,0,0.86,0.89,515,581,19,24,4,4
sale,saracens,24/25,15,25,7,7,6,0.86,1.33,1,4,83,77,29,30,171,185,10,10,114,128,19,11,4,7,4,3,2,2,0.41,0.48,0.3,0.32,0.29,0.2,72,67,4,2,0,1,0,0,0,0,12,14,0.19,0.27,0.12,0.42,0.58,0.42,0.06,0.23,0.56,0.16,0.12,0.27,0.36,0.25,0.55,0.45,0.54,0.46,9,8,1,0.75,17,15,1,0.93,4,4,1,0.8,118,89,13,10,0,0,0,0,0.86,0.92,379,430,27,31,2,5
bath,newcastle,24/25,15,55,19,9,11,2.89,2.91,8,8,141,127,16,26,373,305,11,19,165,171,20,13,5,7,2,3,5,18,0.59,0.43,0.26,0.39,0.15,0.18,106,103,0,2,4,5,3,2,0,0,14,12,0.18,0.36,0.17,0.29,0.49,0.51,0.15,0.22,0.4,0.23,0.05,0.22,0.49,0.24,0.64,0.36,0.46,0.54,3,6,1,1,12,15,0.75,1,4,9,1,0.9,167,145,11,9,0,0,0,0,0.89,0.93,744,391,35,23,2,6
leicester,harlequins,24/25,15,40,7,7,6,2,2.83,8,2,160,91,14,22,320,198,10,17,124,185,24,25,4,9,1,4,10,14,0.53,0.48,0.32,0.26,0.15,0.26,113,73,0,0,2,2,2,2,0,1,14,15,0.15,0.33,0.19,0.34,0.55,0.45,0.03,0.33,0.41,0.23,0.1,0.32,0.4,0.18,0.25,0.75,0.53,0.47,12,8,0.91,1,10,18,0.9,0.94,3,2,0.33,0.67,196,108,15,13,1,1,0,1,0.84,0.88,537,430,35,19,3,1
northampton,bristol,24/25,15,48,31,9,7,3.89,1.43,5,5,97,106,32,33,226,330,10,10,116,93,29,17,6,5,2,4,11,12,0.37,0.57,0.33,0.32,0.3,0.1,64,80,1,3,5,1,5,1,0,0,17,11,0.06,0.42,0.2,0.32,0.53,0.47,0.06,0.38,0.35,0.22,0.05,0.44,0.45,0.06,0.98,0.02,0.49,0.51,6,5,0.8,1,13,9,1,1,9,6,1,0.71,102,135,8,14,0,1,0,0,0.8,0.85,769,824,44,37,1,1
gloucester,exeter-chiefs,24/25,15,79,17,16,9,4.94,1.89,14,7,125,126,21,12,231,281,13,7,120,101,26,25,10,4,4,3,11,15,0.68,0.56,0.18,0.32,0.15,0.12,66,74,0,0,13,3,7,1,0,0,14,17,0.14,0.4,0.17,0.29,0.47,0.53,0.1,0.28,0.39,0.23,0.07,0.21,0.53,0.18,0.11,0.89,0.55,0.45,8,5,1,1,12,7,0.92,1,14,3,0.71,1,178,189,3,11,0,1,0,0,0.82,0.8,552,486,25,26,7,1
